TRI Incident Number,ForceType,InjuryLevel,Member Injured,Rank Grouped,Assignment,Member Gender,Race
2021033962141,Physical Force,No Injury,N,Deputy Inspector,FIXED POST,MALE,WHITE
2021033962306,Physical Force,No Injury,N,RECODE,FIXED POST,FEMALE,HISPANIC
2021033962306,Physical Force,No Injury,N,RECODE,FIXED POST,MALE,HISPANIC
2021036962049,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021037962111,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2021038962041,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021043962043,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021044962067,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021063962119,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021063962203,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021063962203,Physical Force,No Injury,N,Other,FIXED POST,MALE,BLACK
2021066962079,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,HISPANIC
2021082962073,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021092962118,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2021092962133,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,BLACK
2021094962103,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021096962074,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2021097962063,Physical Force,No Injury,N,Captain,FIXED POST,MALE,BLACK
2021107962055,Physical Force,No Injury,N,Other,FIXED POST,FEMALE,BLACK
2021120962117,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021126962027,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021129962082,Physical Force,No Injury,N,Other,FIXED POST,MALE,HISPANIC
2021132962124,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,BLACK
2021133962028,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2021133962104,Physical Force,No Injury,N,Captain,OFF DUTY,MALE,HISPANIC
2021133962169,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2022033962158,Physical Force,No Injury,N,RECODE,FIXED POST,MALE,BLACK
2022060962045,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2022062962066,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2022067962016,Physical Force,No Injury,N,Sergeant,INVESTIGATION,FEMALE,BLACK
2022067962052,Physical Force,No Injury,N,Captain,INVESTIGATION,MALE,WHITE
2022086962090,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2022089962072,Physical Force,No Injury,N,Captain,INVESTIGATION,MALE,BLACK
2022094962034,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2022094962092,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2022096962066,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,BLACK
2022100962067,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2022122962131,Physical Force,No Injury,N,Sergeant,INVESTIGATION,FEMALE,WHITE
2022128962016,Physical Force,No Injury,N,RECODE,FIXED POST,MALE,ASIAN
2022131962049,Physical Force,No Injury,N,RECODE,FIXED POST,FEMALE,ASIAN
2022133962125,Physical Force,No Injury,N,Sergeant,SECTOR/RESPONSE AUTO,MALE,WHITE
2022134962042,Physical Force,No Injury,N,Sergeant,INVESTIGATION,MALE,WHITE
2022139962075,Physical Force,No Injury,N,Captain,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020024962037,Physical Force,No Injury,N,Other,OTHER,MALE,HISPANIC
2020025962058,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2020025962081,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020025962110,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2020025962116,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020028962110,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2020028962111,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020028962167,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2020029962070,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020032962144,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020033962038,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020033962092,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020033962117,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020039962038,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020043962070,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020047962020,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020047962131,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2020047962140,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2020059962183,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2020059962209,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020059962253,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020062962016,Physical Force,No Injury,N,Inspector,OTHER,MALE,BLACK
2020062962131,Physical Force,No Injury,N,Inspector,OTHER,MALE,BLACK
2020062962165,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020063962182,Physical Force,No Injury,N,Other,OTHER,MALE,HISPANIC
2020063962244,Physical Force,No Injury,N,Other,OTHER,MALE,HISPANIC
2020064962020,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2020064962043,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2020079962065,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020079962065,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2020090962113,Physical Force,No Injury,N,Captain,OTHER,MALE,BLACK
2020092962137,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,BLACK
2020097962061,Physical Force,No Injury,N,Inspector,OTHER,FEMALE,WHITE
2020097962061,Physical Force,No Injury,N,Inspector,OTHER,MALE,WHITE
2020122962018,Physical Force,No Injury,N,Sergeant,OTHER,FEMALE,WHITE
2020130962033,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2020131962045,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020132962143,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,BLACK
2020133962066,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,HISPANIC
2020133962080,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2020133962083,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2020133962097,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,HISPANIC
2020133962124,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,HISPANIC
2020133962158,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021024962068,Physical Force,No Injury,N,Captain,OTHER,MALE,ASIAN
2021032962134,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021033962110,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021033962345,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2021036962046,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2021037962048,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021037962057,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2021037962058,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2021061962113,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2021063962220,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021064962044,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2021066962170,Physical Force,No Injury,N,Sergeant,OTHER,MALE,HISPANIC
2021079962121,Physical Force,No Injury,N,Captain,OTHER,MALE,ASIAN
2021081962038,Physical Force,No Injury,N,Other,OTHER,FEMALE,BLACK
2021086962064,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021086962078,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021087962044,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021089962142,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021090962058,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021090962101,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021094962030,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,BLACK
2021094962288,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2021094962293,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2021096962083,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021096962108,Physical Force,No Injury,N,Captain,OTHER,MALE,ASIAN
2021097962098,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,BLACK
2021100962071,Physical Force,No Injury,N,Captain,OTHER,FEMALE,BLACK
2021100962071,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2021102962043,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2021102962082,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2021102962088,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2021103962062,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2021107962081,Physical Force,No Injury,N,Captain,OTHER,MALE,BLACK
2021107962099,Physical Force,No Injury,N,Sergeant,OTHER,MALE,BLACK
2021126962039,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2021131962038,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021131962044,Physical Force,No Injury,N,Other,OTHER,MALE,BLACK
2021133962027,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2021142962025,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2022028962063,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,ASIAN
2022028962074,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022033962036,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022033962091,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2022033962142,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022037962024,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2022037962046,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,BLACK
2022039962033,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022042962047,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022049962019,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2022059962019,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022059962070,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022061962084,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022062962022,Physical Force,No Injury,N,Captain,OTHER,MALE,HISPANIC
2022063962040,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022063962071,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022063962112,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022063962130,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022066962037,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022067962066,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022067962068,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022071962035,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022079962041,Physical Force,No Injury,N,Other,OTHER,FEMALE,BLACK
2022088962029,Physical Force,No Injury,N,Captain,OTHER,FEMALE,BLACK
2022094962068,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022100962094,Physical Force,No Injury,N,Captain,OTHER,MALE,BLACK
2022119962041,Physical Force,No Injury,N,Captain,OTHER,MALE,WHITE
2022122962143,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,HISPANIC
2022129962074,Physical Force,No Injury,N,RECODE,OTHER,MALE,BLACK
2022131962047,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2022133962081,Physical Force,No Injury,N,Sergeant,OTHER,MALE,WHITE
2022141962019,Physical Force,No Injury,N,Captain,OTHER,MALE,ASIAN
2022141962020,Physical Force,No Injury,N,Captain,OTHER,MALE,ASIAN
2022142962021,Physical Force,No Injury,N,Deputy Inspector,OTHER,MALE,WHITE
2022142962030,Physical Force,No Injury,N,Lieutenant,OTHER,MALE,WHITE
2020020962059,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2020028962065,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020033962115,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020037962049,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2020037962123,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020059962086,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020059962090,Physical Force,No Injury,N,Lieutenant,FIXED POST,FEMALE,HISPANIC
2020059962216,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,BLACK
2020060962035,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020060962053,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020063962152,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,BLACK
2020063962153,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020066962099,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020066962104,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020071962185,Physical Force,No Injury,N,Lieutenant,OFF DUTY,MALE,WHITE
2020087962030,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2020092962210,Physical Force,No Injury,N,Lieutenant,SCOOTER,MALE,HISPANIC
2020094962024,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2020094962025,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2020094962037,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,BLACK
2020095962021,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020096962039,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020096962047,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020096962096,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020096962100,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020098962112,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020100962029,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2020100962119,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,HISPANIC
2020103962031,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020109962103,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2020123962043,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020124962017,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2020139962099,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2021025962074,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,HISPANIC
2021033962141,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2021033962175,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,ASIAN
2021033962276,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2021033962286,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2021037962026,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2021052962081,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2021062962050,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2021071962017,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,BLACK
2021079962020,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,ASIAN
2021079962057,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,ASIAN
2021088962034,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,WHITE
2021090962039,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2021122962183,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2021129962094,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2022044962056,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,BLACK
2022047962022,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,HISPANIC
2022047962084,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,HISPANIC
2022053962044,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2022065962110,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2022079962086,Physical Force,No Injury,N,Lieutenant,FIXED POST,MALE,HISPANIC
2022087962018,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2022088962043,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2022123962024,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,HISPANIC
2022124962048,Physical Force,No Injury,N,Lieutenant,OFF DUTY,MALE,HISPANIC
2022133962095,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,HISPANIC
2022133962122,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,HISPANIC
2022133962136,Physical Force,No Injury,N,Lieutenant,ANTI-CRIME,MALE,WHITE
2022140962086,Physical Force,No Injury,N,Lieutenant,INVESTIGATION,MALE,WHITE
2020020962017,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020025962159,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020026962082,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020028962033,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,BLACK
2020032962073,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020032962154,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020033962085,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020033962194,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020033962195,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020042962057,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020042962090,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020042962115,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020043962018,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962103,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020049962040,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,BLACK
2020049962054,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962034,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020063962162,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,BLACK
2020065962108,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020069962056,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020079962030,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020082962087,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020089962152,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,BLACK
2020089962152,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,FEMALE,WHITE
2020090962025,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020091962066,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020092962119,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020092962142,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020096962041,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020096962087,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020098962027,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020107962038,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020107962058,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,BLACK
2020109962048,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020119962052,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020123962039,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020124962023,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020127962054,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2020132962020,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020132962055,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020132962077,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020132962148,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020133962036,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2020140962032,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020140962060,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020140962066,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2020140962098,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021029962062,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2021032962031,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2021038962089,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,WHITE
2021042962046,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2021044962140,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,HISPANIC
2021044962141,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
2021044962151,Physical Force,No Injury,N,Lieutenant,SECTOR/RESPONSE AUTO,MALE,ASIAN
